106.792886899366,-1891.759710788761,11442.095024932023,-31325.913490480561,40276.174487760720,-19946.295936795785
-135.075307056193,2953.189965920917,-21831.320932390645,72251.019858311862,-110817.101653361140,64439.748083471903
142.899071225958,-3640.861245123498,30914.054148701223,-115847.116287002646,198388.390719132149,-127059.938552991400
-111.349883415115,3204.631116635447,-30353.556520546437,125405.168586729327,-234176.916125933145,161882.290364993562
55.942736596988,-1794.646568311433,18773.299114868059,-84926.151526568225,172251.171812497807,-128353.271692989423
-16.043997619468,571.057542387857,-6586.196988873280,32664.491424585402,-72264.159447281112,58463.239596690517
-1769.960300913176,13735.556182260432,-41789.265989642248,62239.906116907099,-45381.718676655488,12969.210739080245
-4998.250978774782,36040.914113038511,-102191.246996592468,142487.704382483586,-97767.064119729053,26431.240345068625
-7019.366868504230,48702.536924328670,-133132.779457117547,179362.786783003510,-119191.849803581223,31280.907967967443
-6352.864323602070,42817.724939854306,-113898.371451941348,149589.481382489554,-97076.298240614415,24921.455392025950
-4036.356927829581,26472.549401514938,-68650.514539299445,88054.610074714496,-55900.689379809381,14060.807917461469
-1617.180573609802,10317.106265807277,-26078.294435712123,32664.491424585402,-20285.232922377530,4999.200885361122
